artist,ID,genre,Location,Start,End,Hotttnesss,Discovery,Familiarity
BBMak,AR36W7G1187B9AF2A4,pop,"London, England, GB",1997,2003,0.432327,0.564376,0.5168196089983895
Scritti Politti,ARH99LV1187B98DEF4,pop,"Leeds, England",1977,9999,0.587862,0.545732,0.3977720163591398
Melanie,ARCCN681187B9AFD73,pop,"Astoria, New York, NY, US",1967,9999,0.588157,0.549617,0.4004145095672095
Camouflage,ARWSQBP1187B99B363,pop,Germany,1983,9999,0.570043,0.547738,0.4106367648058606
Giovanni Allevi,ARG7UPC1187FB38CC2,pop,"Ascoli Piceno, Italy",1997,9999,0.508481,0.558981,0.45970110401775344
M2M,ARJEN3U1187FB36095,pop,"Lorenskog, Norway",1998,2002,0.503274,0.555026,0.45990879935665385
Sandie Shaw,ARDIJLO1187FB3CE44,pop,"Dagenham, London, England, GB",1964,2013,0.505594,0.555519,0.45877303900095034
Dan Hartman,AR86RD61187B9B6F6D,pop,"Harrisburg, PA",1963,1994,0.46207,0.526471,0.46258765730708146
The Fortunes,ARLTRCT1187B988FFD,pop,"Birmingham, England, GB",1963,9999,0.435399,0.52271,0.47663942037932644
The Dixie Cups,ARXY7M01187B9B7611,pop,"New Orleans, LA",1964,9999,0.467277,0.534603,0.46631144657707657
Marjorie Estiano,ARTRKKF1187FB42C7C,pop,"Curitiba, Parana, BR",2004,9999,0.411757,0.532768,0.5018555532623062
Andrew Gold,ARSCJEI1187FB5C65A,pop,"Burbank, CA, US",1968,2011,0.460045,0.526226,0.46368572571228545
Paola & Chiara,ARUB49J1187B997420,pop,"Milan, Italy",1997,2013,0.426416,0.522486,0.48237085911382793
Dana Glover,ART2ZJB1187B98DDB3,pop,"Rocky Mount, NC, US",1990,9999,0.418565,0.522513,0.48762616518878443
Vonda Shepard,ARLN9GU1187B9A1E5C,pop,"California, US",1987,9999,0.455387,0.528852,0.4690436276299484
Hanna,AR4AN3A1187FB55BE7,pop,"Los Angeles, CA, US",1990,2010,0.534214,0.530559,0.42010047953246865
Meja,AR89WWJ1187FB3D45F,pop,Sweden,1992,9999,0.422127,0.531803,0.4938755315578598
Rogue Traders,ARSKRR51187FB461EC,pop,Australia,2001,2010,0.430343,0.528315,0.4851222716934873
Lesley Gore,ARWY7I71187FB36C3D,pop,"New York, NY",1963,2014,0.57977,0.527271,0.38929736114221447
The Cowsills,AR3OLP61187FB376EA,pop,"Newport, RI",1990,9999,0.52746,0.527388,0.42180564968146844
Hayley Westenra,ARLVU821187B998BC2,pop,"Christchurch, New Zealand",2001,9999,0.470836,0.523521,0.4543623772150279
Shakespear's Sister,AR0LTQV1187B9B6079,pop,"London, UK",2009,9999,0.492638,0.524993,0.44173743818449135
The White Tie Affair,ARJI1B41187FB57AC1,pop,"Chicago, IL, US",2006,2012,0.429959,0.52819,0.48526417427205576
Lucie Silvas,ARQSYKY1187B9A7440,pop,United Kingdom,1996,9999,0.514123,0.526479,0.42942512015105966
The Tokens,AR2VROU1187FB532D7,pop,"Los Angeles, CA, US",1960,2010,0.504992,0.525706,0.43453113142512284
Charlotte Sometimes,ARDKYA51187FB59E7E,pop,"New Jersey, US",2007,9999,0.365252,0.504956,0.4833594166973689
Cathy Dennis,AR5Q1031187FB5419C,pop,"Norwich, England, GB",1989,9999,0.500781,0.504767,0.419772686078459
Johnny Crawford,AR0589W1187B9A0E2F,pop,"Los Angeles, CA, US",1954,1999,0.39689,0.502164,0.4806868284096389
Marco Masini,AR6YY1D1187B98F0D0,pop,"Naples, Campania, IT",1990,2010,0.387199,0.501931,0.48046379364207403
Leigh Nash,AR4LKSS1187B9B2153,pop,"Nashville, TN, US",1992,9999,0.506162,0.504698,0.41645949998043685
Livvi Franc,ARTCUTJ122BCFC9C1B,pop,"Harrogate, England, GB",2007,9999,0.411078,0.504859,0.4760079624445683
Kimberley Locke,ARJVGWP1187B98A73E,pop,"Hartsville, TN, US",2003,9999,0.428529,0.502841,0.4628860663214095
Mark Owen,ARCTPTG1187FB5638E,pop,"Oldham, England, GB",1989,9999,0.443441,0.511905,0.4616209652079877
Kelly Sweet,AR71WYS1187FB5170D,pop,"los angeles, ca",2006,9999,0.436703,0.513544,0.46743844294361026
Patrick Nuo,AR3GNXL1187B99EB74,pop,"Luzern, Canton of Lucerne, CH",2003,9999,0.406197,0.513281,0.4871891223548194
Irene Grandi,ARO6XSN1187B9A82ED,pop,"Florence, Italy",1992,9999,0.441288,0.516802,0.46742949784293264
Amii Stewart,ARDYZU51187FB469B2,pop,"Washington, DC",1978,9999,0.425453,0.516089,0.47709652012033293
Billy J. Kramer,ARQSQGF1187B9A79F5,pop,"Liverpool, UK",1963,9999,0.437088,0.522183,0.4750490012851023
Elisabeth Andreassen,ARPBYCZ1187FB3E14E,pop,"Ullern, Norway",1979,9999,0.357211,0.510397,0.4885677092738516
Benny Sings,AR7JLR51187FB59E61,pop,"Dordrecht, South Holland, NL",1999,9999,0.477902,0.505438,0.43430907949114395
Mousse T.,ARK9ILN1187B99B194,pop,"Hagen, North Rhine-Westphalia, DE",1990,9999,0.468902,0.505152,0.43961619738960417
Vicki Sue Robinson,ARFADWT1187B9BA338,pop,"Harlem, NY",1970,2000,0.403381,0.507696,0.4837449812586689
Gina G,AR6M7HD1187FB440C7,pop,Brisbane Australia,2004,9999,0.382313,0.504533,0.4829545080850087
Tommy Roe,ARGSEQR1187B9B48F6,pop,"Atlanta, GA",1959,9999,0.471003,0.509558,0.44213981376871736
Cleopatra,AREO6IX1187B988F3A,pop,"Moss Side, Manchester, England, GB",2008,2009,0.312157,0.509414,0.48762675143472606
The New Seekers,ARF0EFR1187FB3DA7E,pop,"England, GB",1976,9999,0.435932,0.509533,0.4642818761471786
Nik Kershaw,ARU7CW61187FB51117,pop,"Bristol, England, GB",1976,9999,0.515019,0.55548,0.45248661806280605
Charlotte Perrelli,AR1WD3J1187FB45A30,pop,Sweden,1987,9999,0.438256,0.554363,0.5035105714269257
Lisa Marie Presley,ARK9T2K1187B995301,pop,"Memphis, TN",1987,9999,0.501206,0.570752,0.4743557212682583
B*Witched,ARTXEO61187B9AC601,pop,"Dublin, Ireland",2012,9999,0.459056,0.56267,0.496485122275119
All-4-One,ARP5C7H1187FB36848,pop,"Los Angeles, CA, US",1993,9999,0.472091,0.549341,0.4759282943606933
Juli,ARQQ2KJ1187FB448FA,pop,"Gießen, Hesse, Germany",2001,9999,0.61434,0.555653,0.38784689183796356
Skeeter Davis,ARDY3451187B9A0226,pop,"Dry Ridge, KY, US",1952,2004,0.541905,0.55807,0.4368175310415539
Jann Arden,AR7R1IA1187B9B076C,pop,"Calgary, Alberta, CA",1992,9999,0.565258,0.554732,0.41898721588383264
A Flock of Seagulls,ARWNAUJ1187FB560C7,pop,"Liverpool, England, GB",1989,9999,0.570872,0.555145,0.4156513616252038
Mitchel Musso,ARF058F1187FB5A712,pop,"Garland, TX",2002,9999,0.489543,0.552692,0.46710910003967704
Dalida,ARBERTC1187B9ABD80,pop,"Paris, Ile-de-France, FR",1956,1987,0.54567,0.55684,0.43338499168297495
Debbie Gibson,ARLL5Z41187B9B88FE,pop,"Brooklyn, New York, NY, US",1986,9999,0.488874,0.553113,0.46791218282524555
Michael Sembello,ARB7XY71187B9B9A4D,pop,"Philadelphia, PA, US",1975,9999,0.485068,0.520134,0.442409418379867
Robin Beck,AR9AES21187B9A28EF,pop,"New York, NY, US",1979,9999,0.376495,0.516009,0.4939396883106502
Krzysztof Krawczyk,ARX53BY1187FB3EF32,pop,Poland,1963,9999,0.364739,0.515816,0.4937549427735686
Peggy March,ARCDTIM1187B9A3059,pop,"Lansdale, PA, US",1962,9999,0.384715,0.514718,0.4927039033968036
Lutricia McNeal,ARVYIOM1187B9B9B28,pop,"Houston, TX, US",1996,9999,0.38271,0.513841,0.49186441201845854
Pernice Brothers,ARVVWGX1187B9A5672,pop,"Dorchester, MA",1997,9999,0.507537,0.515626,0.424628471886358
Royal Wood,ARQN2MU1187B99497E,pop,"Peterborough, Canada",2002,9999,0.407847,0.515623,0.488309729366827
No Angels,AR4TSH71187FB3609B,pop,Germany,2007,2014,0.480678,0.517635,0.4430416379343944
Brian Hyland,AR15FAX1187FB52616,pop,"Woodhaven, New York, NY, US",1960,9999,0.425582,0.517482,0.4782994153739632
Johnny Tillotson,ARKMSNH1187FB44DEB,pop,"Jacksonville, FL",1957,9999,0.445168,0.524766,0.4720863127005304
Γιώργος Νταλάρας,ARXCU611187FB5B48E,pop,Piraeus Greece ,1967,9999,0.393274,0.520846,0.49856981350683593
Martha Reeves & The Vandellas,ARHVWQS11F50C48028,pop,"Detroit, MI",1957,1972,0.600177,0.587298,0.4196328121140021
Rosenstolz,AR679BF1187B9B1CA6,pop,"Berlin, Berlin, DE",1991,2012,0.509807,0.572279,0.46973023440343004
Katelyn Tarver,ARC6JVB1187FB38356,pop,"Glennville, GA, US",2003,9999,0.495857,0.578924,0.4848700883648243
Tyler Hilton,ARAZFF51187B9961FE,pop,"Los Angeles, CA, US",2000,9999,0.544815,0.57363,0.44703004356786696
Kevin Rudolf,ARA6XCO1187FB4D74E,pop,"Miami, FL, US",2000,9999,0.504263,0.578733,0.478866962220465
Ray Stevens,AR2GNDZ1187FB3D701,pop,"Clarkdale, GA, US",1958,9999,0.561895,0.573242,0.43522633140843214
Laura Jansen,ARQUIIK11E2835D593,pop,"Los Angeles, CA, US",2009,9999,0.477956,0.572356,0.49177225907231975
Howard Jones,ARIQ6JQ1187FB49235,pop,"Southampton, England, GB",1982,9999,0.604252,0.570771,0.4051123115154541
Irene Cara,ARRWMRT1187B9AE65A,pop,"Bronx, New York, NY, US",1962,9999,0.537282,0.561061,0.44221865003547334
The Click Five,ARY3WM61187B98C353,pop,"Boston, MA, US",2003,2013,0.51917,0.559902,0.4533214642212857
Bobby Day,ARKX0XB1187FB3DB39,pop,"Fort Worth, TX, US",1957,1990,0.378848,0.559145,0.5352307944637759
k.d. lang,AR2U9YY1187B9955A4,pop,"Edmonton, Alberta, CA",1984,9999,0.538912,0.564595,0.44391781811039815
Natalie Grant,ARDI3XT1187B98DE6C,pop,"Seattle, WA",1999,9999,0.527768,0.56342,0.45041843116277974
Baha Men,ARFTQUX1187FB55E70,pop,"Nassau, New Providence, BS",1980,9999,0.442629,0.561547,0.5069570093556662
Samantha Fox,ARX5QKE1187B9B0AD3,pop,"London, England, GB",1986,9999,0.562124,0.56953,0.4322551905548731
The Crystals,ARB59YI1187FB492AF,pop,"Brooklyn, New York, NY, US",1971,9999,0.580521,0.571584,0.4215133807790368
The Archies,ARCHASV1187FB4CD53,pop,"Los Angeles, CA, US",1968,1973,0.562906,0.568428,0.43089790456294913
Badfinger,AR4RLX31187FB3CE00,pop,"Swansea, Wales, GB",1978,1984,0.63531,0.562131,0.37861190436796727
Des'ree,AR0URB11187FB46C1C,pop,"London, England",1990,2003,0.515339,0.562155,0.457709605241299
Teddy Geiger,ARHBE3L1187FB3D306,pop,"Rochester, NY, US",2005,9999,0.517456,0.563626,0.4574861595750765
2raumwohnung,ARNJVSL1187B99AFD4,pop,"Berlin, Berlin, DE",2000,9999,0.48892,0.562961,0.47621190173411376
The Foundations,AR5XW991187B99B270,pop,"London, England",1967,1970,0.50732,0.566003,0.46626189032139476
Domenico Modugno,ARVVLGG1187B9AF07D,pop,"Polignano, Puglia, IT",1953,1993,0.467122,0.568831,0.49627524033675874
Michael Martin Murphey,ARYN6H41187B98AA0F,pop,"Dallas, TX",1964,9999,0.525216,0.568915,0.45653281441761434
Paula DeAnda,ARPHYFB1187FB477BE,pop,"San Antonio, TX",2006,9999,0.447672,0.592835,0.5314706946039764
Nana Mouskouri,ARPAL0H1187B990A8E,pop,"Chania, Greece",2011,9999,0.551854,0.592239,0.4566280830715681
Shadmehr Aghili,AR7AINS1187B9A6141,pop,"Tehran, Iran",1994,9999,0.441943,0.58837,0.5316776341966627
The Saturdays,ARBCQ0V11C8A416015,pop,"London, England",2007,9999,0.574486,0.601663,0.447937821056425
Gin Blossoms,AREYJKQ1187B9AEAB5,pop,"Tempe, Arizona",2002,9999,0.645507,0.596004,0.3943183473839491
Sezen Aksu,ARMX1AT1187FB3C326,pop,"Sarayköy, Denizli, Turkey",1975,9999,0.511794,0.600271,0.4912817798636981
A Fine Frenzy,AR4E4121187FB51F4E,pop,"Los Angeles, CA",2006,9999,0.55513,0.588087,0.4511639109508542
Michael Learns to Rock,ARZU6MI1187FB58636,pop,"Arhus, Midtjylland, DK",1988,9999,0.490313,0.593113,0.500719229619252
Rachelle Ann Go,ARWZ3DO1187FB3E5C3,pop,"Manila, National Capital Region, PH",2003,9999,0.423015,0.583844,0.5415440732539385
Britt Nicole,AR5LZJD1187FB4C5E5,pop,"Kannapolis, NC",2004,9999,0.527627,0.603761,0.48276938124230173
Paul Young,AR59PQG1187B9A7228,pop,UK,1978,9999,0.553486,0.58719,0.4516093600507055
Xavier Naidoo,ARTWJJP1187B98F662,pop,"Mannheim, Germany",1993,9999,0.535069,0.611384,0.48348050673141135
Yvonne Catterfeld,ARH30XQ1187B9B4839,pop,"Erfurt, Thuringia, DE",2001,9999,0.438606,0.596963,0.541940412086189
Hot Chocolate,ARHQCP81187B99F73C,pop,"Brixton, London, England, GB",1992,9999,0.577795,0.593121,0.4392845466626636
Suzanne Vega,ARBM5JV1187B9ACD9B,pop,"New York, NY, US",1982,9999,0.682704,0.601838,0.3718238237203372
Gianna Nannini,AR4HK4W1187FB50C74,pop,"Siena, Italy",1976,9999,0.582186,0.611776,0.4499633460328993
张靓颖,ARCT2QO1187B9B31B4,pop,China,2005,9999,0.443747,0.649024,0.5850225793215803
Los Lonely Boys,ARHHYUE1187B9B8590,pop,"San Angelo, TX",1996,9999,0.555947,0.590003,0.45206795002255645
Eddie Money,ARWZSFC1187FB567BF,pop,"New York, NY",1974,9999,0.587572,0.594555,0.4335592278605345
Karl Wolf,ARVL67I11C8A421BB6,pop,"montreal, canada",2001,9999,0.475126,0.590914,0.5097554639600497
Tanita Tikaram,ARQWDRL1187B998CD2,pop,"Muenster, North Rhine-Westphalia, DE",1988,9999,0.455311,0.586863,0.5205493259559446
Todd Rundgren,AR05OG01187B9B8A98,pop,"Upper Darby, PA, US",1967,9999,0.686498,0.5863,0.3595849966029308
Ultravox,ARDEBMB1187B9B7CBA,pop,"London, England",2008,9999,0.655648,0.586572,0.3811053664710306
Tata Young,AR1932Z1187FB50B25,pop,"Bangkok, Bangkok, TH",1991,9999,0.411184,0.582213,0.5488618253089254
Nerina Pallot,ARV3Z2I1187FB3E0BF,pop,"London, England",2001,9999,0.539322,0.579897,0.4556686143344669
Lea Salonga,AR05FAY1187FB3E8B3,pop,"Angeles City, Central Luzon, PH",1978,9999,0.450233,0.579446,0.517620786125954
Tila Tequila,ARY7WK51187B9B1941,pop,"Houston, TX",2001,9999,0.560232,0.579441,0.44106244124955196
Eva Cassidy,ARQB7KW1187B9A6C02,pop,"Washington, DC, US",1981,1996,0.645024,0.581502,0.38505258423295924
Deniece Williams,ARNX5NS1187B9B9BAD,pop,"Gary, IN, US",1970,9999,0.586769,0.574509,0.419479729375596
Reni Jusis,AR4M50B1187FB3EE81,pop,"Konin, Greater Poland, PL",1997,9999,0.388456,0.575788,0.5511619860370898
Mike + The Mechanics,ARYGSFW1187FB519B1,pop,"London, England",2010,9999,0.538545,0.575036,0.4523761907796754
Stacie Orrico,ARSLAVY1187B9BA622,pop,"Seattle, WA, US",1998,9999,0.504742,0.575004,0.4754514276250055
Jody Watley,AR6B5H61187FB3BEA7,pop,"Chicago, IL, US",1977,9999,0.596797,0.581708,0.4179312923331653
Missy Higgins,AROOKC21187B9AE85C,pop,"Melbourne, Victoria, AU",2001,9999,0.61084,0.593416,0.4166271507185155
Sin Bandera,ARDI4G31187B98A28E,pop,"Mexico City, Distrito Federal, MX",2000,2008,0.547785,0.581508,0.45113644169593253
Brian McFadden,AR3I3171187FB4DA72,pop,"Dublin, Dublin, IE",1998,9999,0.487104,0.58406,0.4953426689611111
Zélia Duncan,AR06RZX1187B9B9864,pop,"Rio de Janeiro, Rio de Janeiro, BR",1981,9999,0.434498,0.574603,0.5246109458680392
The Shirelles,ARALP6I1187B989E27,pop,"Passaic, NJ",1957,1982,0.619339,0.58469,0.40470622453996635
DAY26,ARTHSZ7119B8667994,pop,"New York, NY",2007,9999,0.552955,0.576844,0.4440120270922075
Brian Littrell,ARQVC1L1187FB440DE,pop,"Lexington, KY, US",1992,9999,0.492197,0.583615,0.49137341319598044
Keren Ann,ARK84KY1187FB4599A,pop,"Caesarea, Haifa, IL",2000,9999,0.568059,0.573953,0.43162257505167545
Tracey Thorn,ARYQWIQ1187B98A6C6,pop,"Hatfield, England",1980,9999,0.574048,0.637578,0.4750029966326333
Sean Kingston,AR9LJ9D1187FB4303D,pop,"Kingston, Jamaica",2004,9999,0.664471,0.652994,0.4174894777289713
Diddy,ARQ23MU1187FB3895B,pop,"New York, NY, US",1990,9999,0.740528,0.635774,0.34845509935424135
Busted,ARH85T41187FB41809,pop,Southend on Sea England,2000,2005,0.547523,0.615613,0.4777850223489235
Donny Osmond,AROISHY1187FB38884,pop,"Ogden, UT, US",1963,9999,0.534087,0.608546,0.4819425112173157
The Proclaimers,ARCHUCU1187B9A53A7,pop,"Auchtermuchty, Fife, Scotland",1983,9999,0.598011,0.606339,0.4347692188712262
Chumbawamba,ARB8UGW1187FB398B8,pop,"Burnley, England",1980,2012,0.556579,0.608292,0.4656300078428249
Marty Robbins,AR223M11187B9ADDD6,pop,"Glendale, AZ",1948,1982,0.631942,0.617199,0.41813018984068584
Khaled,ARNCYRC119B8668E0A,pop,"Sidi El Houari, Oran, Algeria",1970,9999,0.653824,0.62231,0.4056569045787785
"""Weird Al"" Yankovic",AR7WFGC1187B9B1CD4,pop,"Lynwood, CA",1976,9999,0.70747,0.692804,0.40755490242319226
Laleh,AR8W8NX1187FB35F0F,pop,Gothenburg Sweden,2003,9999,0.504988,0.625022,0.516625435497258
Matthew West,ARF9YM51187B99C1FD,pop,"Franklin, TN, US",1997,9999,0.535575,0.627956,0.4962101568655715
Kina Grannis,AR0NC1R119B3403C44,pop,"Oakland, CA",2001,9999,0.562799,0.626518,0.4750116894218914
Grace Jones,ARGJVKV1187B9ACBF1,pop,"Linstead, Saint Catherine, JM",1973,9999,0.691835,0.630103,0.382451131727898
Joe Brooks,ARIRX231187FB399DA,pop,"Southampton, England",2005,9999,0.47697,0.617044,0.5309095067065581
The Pointer Sisters,AR74PG51187B9AAFA0,pop,"Oakland, California",1969,9999,0.624035,0.611055,0.41960787905578606
Kelly Key,ARCYTWD1187B99395E,pop,"Rio de Janeiro, Brazil",2001,9999,0.444271,0.614934,0.5538915531722322
Sonny & Cher,ARMTQM21187B9AC26E,pop,"Los Angeles, CA",1964,1977,0.58666,0.609467,0.4450819634041979
Kandi,ARW3KW81187B9A8DB1,pop,"Atlanta, GA",1993,9999,0.598964,0.610127,0.4368073785374429
Diana Ross,AR8L6W21187B9AD317,pop,"Detroit, MI ",1959,9999,0.733969,0.631001,0.3509230728153266
Monica,ARKR0111187B99FD2A,pop,"Atlanta, GA",1993,9999,0.711995,0.632812,0.3688183332955965
BoA,AR238371187B994B44,pop,"Namyangju, South Korea",2000,9999,0.553908,0.61679,0.4740690916919952
The Association,AREK9WT1187FB4CCEA,pop,"California, US",1979,9999,0.596219,0.633349,0.4554599461617155
Gianluca Grignani,ARLDPUJ1187B9ADFA1,pop,"Milan, Italy",1994,9999,0.458056,0.616755,0.5449699081822166
Antonello Venditti,AREHM5A1187FB3DE00,pop,"Rome, Italy",1971,9999,0.520439,0.753569,0.6089856771061325
Orchestral Manoeuvres in the Dark,ARUY6971187FB3AB45,pop,"The Wirral, England, GB",2006,9999,0.669777,0.681039,0.4311630197369258
Gabrielle,ARQ8VKP1187B9AEB31,pop,"Hackney, London, England, GB",1993,9999,0.513695,0.68401,0.5582651338010373
Lena,AR38CVO1187FB50DDD,pop,"Hanover, Germany",2010,9999,0.582492,0.855666,0.6290395456140567
Helena Paparizou,ARQLM691187FB4CFA7,pop,"Stockholm, Sweden",1999,9999,0.515108,0.679682,0.5535878214405137
David Bowie,ARJA1841187FB3A029,pop,"London, UK",1962,9999,0.861629,0.812742,0.31364944283502433
Haddaway,ARNRZX61187B9B45C7,pop,"Cologne, Germany",1992,9999,0.542684,0.677929,0.5300121937025434
Sophie Ellis-Bextor,ARS12GA1187FB57CD4,pop,"London, England, GB ",1997,9999,0.592646,0.656359,0.47474225633474537
Dolly Parton,ARYJSY01187B9B7C65,pop,"Sevierville, TN, US",1956,9999,0.769029,0.668037,0.34234963702856663
Carpenters,AR58JT11187B9AF4CC,pop,"Los Angeles, CA, US",1969,1983,0.699385,0.757189,0.4527673034937352
The Cars,ARLZLMN1187B9AD1CB,pop,"Boston, MA, US",2010,9999,0.708605,0.694628,0.40768038086122993
Destiny's Child,ARKWI7M1187B9B7713,pop,"Houston, TX, US",1990,2006,0.73559,0.648481,0.3593558387085405
싸이,ARXHSWJ11E2835D731,pop,Gangnam Seoul South Korea,1999,9999,0.63942,0.648091,0.43339496308162073
Alesha Dixon,ARGMKGE1187FB44E41,pop,"Hertfordshire, England, GB",1996,9999,0.546838,0.644928,0.5010566295347124
Diego Torres,AR3XEVJ1187B9B972B,pop,"Buenos Aires, Argentina ",1988,9999,0.540591,0.7197,0.5644450198296556
Mark Ronson,ARPM1O31187B9A0ECD,pop,"Notting Hill, London, England, GB",1993,9999,0.707733,0.892049,0.5244826162785727
Bette Midler,ARFJZRY1187FB3C85E,pop,"Honolulu, HI",1972,9999,0.661757,0.734459,0.47191883339149376
Three Dog Night,AR7Z74I1187B9AF7FF,pop,"Los Angeles, CA",1981,9999,0.636359,0.70492,0.47392039993303625
No Doubt,ARPVCLJ1187B9AC403,pop,"Anaheim, Ca",1986,9999,0.739605,0.697421,0.383035282684507
Alejandro Fernández,ARUXOWB1187FB3F562,pop,"Guadalajara, Mexico",1992,9999,0.614973,0.690747,0.4816329314488626
Zendaya,ARSVURZ130708ED83A,pop,"Oakland, CA",2009,9999,0.611378,0.651101,0.4567183936018562
Tina Turner,AR6001N1187B9A8632,pop,"Nutbush, Tennessee",1958,9999,0.739706,0.660492,0.362671140640576
Sarah Brightman,AROMLCI1187FB4C6E7,pop,"Hertfordshire, England, GB",1972,9999,0.630444,0.690682,0.4691205220000464
Dulce María,ARAKUVM1241B9CDB1C,pop,"Mexico City, MX",1993,9999,0.498157,0.6384,0.5329168000339458
Jasmine,ARE47KY1187FB43D4B,pop,"Houston, TX, US",1992,1999,0.452493,0.661861,0.5893845208646497
John Denver,AROQSCE1187B99F0FC,pop,"Aspen, CO",1962,1997,0.67922,0.681575,0.4238992127091917
Pur,AR1ON8N1187B98FE42,pop,"Bietigheim-Bissingen, Baden-Wurttemberg, DE",1975,9999,0.521894,0.710371,0.5728474982976656
Scouting for Girls,ARIC3DH1187FB4E57F,pop,"London, England, GB",2005,9999,0.515555,0.648124,0.5275392104524845
Giorgia,ARM6Y7F1187B9A3E2F,pop,"Rome, Italy",1994,9999,0.571631,0.602346,0.45045719831676356
Nena,ARQJP041187B9B5093,pop,"Hagen, North Rhine-Westphalia, DE",1979,9999,0.603871,0.601402,0.42712020539415413
Wet Wet Wet,AR35YUO1187B9AD83E,pop,"Clydebank, Scotland, GB",1982,9999,0.521772,0.596594,0.4811835067198269
Frank Sinatra,ARTASUV1187B9A2B67,pop,"Hoboken, NJ",1935,1995,0.807269,0.756218,0.34990782388489194
Mungo Jerry,AR07VS41187FB37944,pop,"Ashford, England, GB",1970,9999,0.546185,0.610435,0.4747275454865948
Squeeze,ARZLUSX1187FB4D40A,pop,"London, England, GB",2007,9999,0.661557,0.641289,0.4122042529899069
Cheryl Cole,ARKPBQO11E2835D174,pop,"Newcastle upon Tyne, England, GB",2009,9999,0.618153,0.594009,0.41197822945616386
Captain & Tennille,ARP6W241187B9AD2CC,pop,"Los Angeles, CA",1974,2013,0.543121,0.596428,0.46598669929542696
유키스,ARWUGHW13568A199D6,pop,Seoul South Korea,2008,9999,0.435588,0.592922,0.5405219640711911
Men at Work,AR4MVC71187B9AEAB3,pop,"Melbourne, Australia",2012,2012,0.642337,0.606638,0.40360451375219125
Nick Carter,ARI8QZ71187B9B1A20,pop,"Jamestown, NY",1988,9999,0.561683,0.60737,0.46128847640133275
Craig David,ARB3YNF1187B992AF0,pop,"Southampton, UK",1999,9999,0.661834,0.603042,0.38742363231958293
Carrie Underwood,ARLE2071187FB3A270,pop,"Checotah, OK, US",2005,9999,0.773657,0.864678,0.43803144852820947
Taylor Swift,ARS54I31187FB46721,pop,"Reading, PA",2004,9999,0.86674,0.986835,0.37319619723134156
Amy Winehouse,ARWD25M1187FB4C563,pop,"Southgate, England",2003,2011,0.797657,0.830691,0.3949729105564184
Max Mutzke,AR1PLMZ1187B9B6456,pop,"Krenkingen, Baden-Wurttemberg, DE",2004,9999,0.551765,0.697081,0.5375362617609585
Sean Paul,ARGQL2Q1187B9B0149,pop,"Kingston, Jamaica ",1997,9999,0.710428,0.794763,0.4647071579182791
Vasco Rossi,ARM2HZ11187B990231,pop,"Zocca, Emilia Romagna, IT",1977,9999,0.612474,0.764854,0.5355337008282653
Cee Lo Green,ARHQLBZ13925F19AE2,pop,Atlanta Georgia ,1994,9999,0.699402,0.758232,0.4533755626166035
Ricky Martin,AR2FSX31187B98E3EF,pop,"San Juan, San Juan, PR",1984,9999,0.709246,0.883014,0.5175643614925447
M,AR828WL1187FB47E81,pop,"London, England, GB",1978,1984,0.63639,0.733159,0.49287902500066794
James Taylor,ARSF0K11187B9AF319,pop,Chapel Hill North Carolina,1966,9999,0.777911,0.775435,0.3886029330952183
Ciara,ARS2P621187FB37B82,pop,"Atlanta, Georgia",2002,9999,0.754547,0.770208,0.40874591682296835
Herman's Hermits,ARKUI581187B9A6856,pop,"Manchester, England",1962,9999,0.630965,0.665631,0.4517005931548879
Darlene Love,ARDONAM1187B9A6005,pop,"Los Angeles, CA, US",1959,9999,0.544792,0.654712,0.5102350058131148
Sergey Lazarev,ARV1Z2D1187B9B0080,pop,"Moscow, Russia",1993,9999,0.4576,0.768786,0.6797389305635662
Thalia,AR6VHEC1187FB5AC0D,pop,"Mexico City, Distrito Federal, MX",1981,9999,0.697366,0.779472,0.4679720989997334
Chris Isaak,ARCZC791187B991DF4,pop,"Stockton, CA, US",1984,9999,0.660846,0.782738,0.5037783778520417
Jovanotti,ARB5ODF1187B98C204,pop,"Rome, Italy",1988,9999,0.601039,0.814595,0.5812210702836292
Bo Kaspers Orkester,ARDPPCT1187FB37A95,pop,Sweden,1991,9999,0.467766,0.728674,0.6351542870637082
Barbra Streisand,ARGJ1ZL1187FB3FC38,pop,"New York, NY",1955,9999,0.719376,0.718139,0.41214616577483537
Asha Bhosle,ARITVXN1187FB40521,pop,"Bombay, India",1948,9999,0.591431,0.747392,0.541645380478448
Linda Ronstadt,ARWW0KV1187FB551A6,pop,"Tucson, AZ, US",1967,2011,0.686684,0.722879,0.44319089738175244
Cat Stevens,ARVHQNN1187B9B9FA3,pop,"London, England",1995,9999,0.744077,0.674194,0.3665599380312459
Joe Jackson,ARQZZ8L1187B98E2F6,pop,"Burton, England",1970,9999,0.667094,0.686888,0.4370380233732541
Kleerup,AR14KH21187B98AEBB,pop,"Stockholm, Sweden",2004,9999,0.50158,0.725523,0.6026612438977278
Ivete Sangalo,ARI3W2K1187FB37DC5,pop,"Juazeiro, Bahia, Brazil",1993,9999,0.527136,0.730474,0.5845146412195918
Alannah Myles,ARL92EA1187B9A1944,pop,"Toronto, Canada",1989,9999,0.534215,0.664648,0.5262723404725481
